epoch,accuracy,loss,val_accuracy,val_loss
0,0.852185070514679,0.07359379529953003,0.4162002503871918,0.2746444046497345
1,0.8463821411132812,0.073708675801754,0.41872406005859375,0.2735745310783386
2,0.8580337762832642,0.07220131903886795,0.4454971253871918,0.2754794955253601
3,0.8580657839775085,0.07072846591472626,0.40363770723342896,0.27194467186927795
4,0.8569717407226562,0.07056967914104462,0.4329513609409332,0.2656346261501312
5,0.8763809204101562,0.0678035169839859,0.4258789122104645,0.28140464425086975
6,0.8880096673965454,0.06670137494802475,0.4225448668003082,0.2724449038505554
7,0.8805328607559204,0.06727840006351471,0.4300064146518707,0.27249979972839355
8,0.8986068964004517,0.06543425470590591,0.422271728515625,0.27961331605911255
9,0.9010680913925171,0.06497703492641449,0.4360061585903168,0.2604996860027313
10,0.9103072881698608,0.06358005851507187,0.4278365969657898,0.263801246881485
11,0.9086853265762329,0.0633835420012474,0.4279922544956207,0.257636159658432
12,0.9164413213729858,0.06252355873584747,0.4364791810512543,0.24241185188293457
13,0.9151092767715454,0.06272929906845093,0.4394775331020355,0.2540835440158844
14,0.916857898235321,0.06236119940876961,0.4398391842842102,0.2401900589466095
15,0.9167953729629517,0.06237819045782089,0.4411483705043793,0.24817176163196564
16,0.9145233035087585,0.062379948794841766,0.44877320528030396,0.24243518710136414
17,0.9163055419921875,0.06207886338233948,0.4333343505859375,0.22826239466667175
18,0.9161712527275085,0.06257237493991852,0.4355102479457855,0.23572111129760742
19,0.9103134274482727,0.0629408061504364,0.4452407956123352,0.23401565849781036
20,0.91046142578125,0.0634254664182663,0.4426620602607727,0.23650428652763367
21,0.9183059930801392,0.062107063829898834,0.448525995016098,0.23107901215553284
22,0.9202850461006165,0.06167411804199219,0.4629669189453125,0.22727207839488983
23,0.9158309698104858,0.062273960560560226,0.44624024629592896,0.23297956585884094
24,0.9171341061592102,0.06236853078007698,0.42957764863967896,0.23343250155448914
25,0.9224334955215454,0.06136269494891167,0.4485321044921875,0.2395278960466385
26,0.9214630126953125,0.06140247732400894,0.4542480409145355,0.22721686959266663
27,0.9250091314315796,0.060979269444942474,0.4630676209926605,0.22108283638954163
28,0.925738513469696,0.06087423115968704,0.45239561796188354,0.2383486032485962
29,0.9186630249023438,0.061636824160814285,0.447793573141098,0.2385854423046112
30,0.9227920770645142,0.06118246167898178,0.45101165771484375,0.23661141097545624
31,0.9244476556777954,0.060931939631700516,0.4569763243198395,0.23343324661254883
32,0.919207751750946,0.06163463741540909,0.43078917264938354,0.2305651605129242
33,0.9216521978378296,0.061683785170316696,0.4337097108364105,0.2349831610918045
34,0.9110992550849915,0.06280636042356491,0.45495301485061646,0.24039332568645477
35,0.901043713092804,0.06424576789140701,0.4484191834926605,0.23055295646190643
36,0.9140976071357727,0.06275524199008942,0.45787352323532104,0.2388404905796051
37,0.9140259027481079,0.06284310668706894,0.4472717344760895,0.23882699012756348
38,0.9100372195243835,0.06324123591184616,0.4515396058559418,0.23072531819343567
39,0.9171432256698608,0.06220414116978645,0.44804686307907104,0.23583059012889862
40,0.9270049929618835,0.06071304529905319,0.4470016360282898,0.23378822207450867
41,0.930908203125,0.06013371795415878,0.4438919126987457,0.24212482571601868
42,0.9334381222724915,0.0596933588385582,0.4421829283237457,0.23152148723602295
43,0.9306732416152954,0.06010979413986206,0.44277191162109375,0.24128058552742004
44,0.9283736944198608,0.06044766306877136,0.45168304443359375,0.24190883338451385
45,0.9225051999092102,0.060948751866817474,0.4440414309501648,0.2408742606639862
46,0.9249664545059204,0.06084103137254715,0.4305129945278168,0.24372491240501404
47,0.9261016845703125,0.0608396902680397,0.4553070068359375,0.236858531832695
48,0.9297729730606079,0.06048259139060974,0.442037969827652,0.23943011462688446
49,0.933093249797821,0.059864677488803864,0.4510131776332855,0.23680254817008972
