epoch,accuracy,loss,val_accuracy,val_loss
0,0.9017364382743835,0.29672038555145264,0.446829229593277,3.2184524536132812
1,0.9026901125907898,0.2940731346607208,0.447103887796402,3.219754457473755
2,0.9016097784042358,0.29367342591285706,0.44705504179000854,3.218329906463623
3,0.9026077389717102,0.2927306592464447,0.4471847414970398,3.218877077102661
4,0.9000884890556335,0.3002913296222687,0.44700318574905396,3.2162697315216064
5,0.9021087884902954,0.2912065386772156,0.44697266817092896,3.218536376953125
6,0.9041961431503296,0.29173141717910767,0.44693756103515625,3.220797061920166
7,0.9034774899482727,0.29205554723739624,0.4469131529331207,3.2200164794921875
8,0.9010116457939148,0.2982512414455414,0.446829229593277,3.2226357460021973
9,0.899249255657196,0.3033882975578308,0.4468948245048523,3.2233314514160156
10,0.9026581048965454,0.295518696308136,0.44683533906936646,3.2216010093688965
11,0.9017135500907898,0.29338374733924866,0.4468216001987457,3.223435640335083
12,0.9002578854560852,0.29839396476745605,0.44676512479782104,3.222346544265747
13,0.8990722894668579,0.30045264959335327,0.4465469419956207,3.2212345600128174
14,0.8983840942382812,0.30983099341392517,0.4463852047920227,3.219151735305786
15,0.9027038812637329,0.289538711309433,0.4464965760707855,3.2183730602264404
16,0.9039764404296875,0.2951793074607849,0.44661253690719604,3.2175049781799316
17,0.9018325805664062,0.2924388349056244,0.44686585664749146,3.2203307151794434
18,0.9033111333847046,0.290180504322052,0.4468582272529602,3.221640110015869
19,0.9027755856513977,0.2939489781856537,0.4469284117221832,3.222142457962036
20,0.9033920168876648,0.2906174063682556,0.44691163301467896,3.223264217376709
21,0.9036208987236023,0.29094603657722473,0.44696807861328125,3.2236080169677734
22,0.9024734497070312,0.2968457341194153,0.447052001953125,3.2263615131378174
23,0.9028533697128296,0.2953532338142395,0.4470260739326477,3.2256217002868652
24,0.9010818600654602,0.2987440824508667,0.44699859619140625,3.225790023803711
25,0.9018081426620483,0.29566583037376404,0.4467941224575043,3.2266311645507812
26,0.9006439447402954,0.29402434825897217,0.4466400146484375,3.2286415100097656
27,0.8993576169013977,0.29816296696662903,0.446585088968277,3.2276968955993652
28,0.8999527096748352,0.30061930418014526,0.446633905172348,3.2266464233398438
29,0.9008086919784546,0.30422502756118774,0.4469650387763977,3.2251877784729004
30,0.9025344848632812,0.29924824833869934,0.4470321536064148,3.2255873680114746
31,0.902984619140625,0.29164791107177734,0.4470672607421875,3.2261109352111816
32,0.9013565182685852,0.30048608779907227,0.4468994140625,3.22822642326355
33,0.9034088253974915,0.2954680323600769,0.4467361569404602,3.2260146141052246
34,0.8990691900253296,0.2980939745903015,0.446807861328125,3.2260055541992188
35,0.904467761516571,0.2881476879119873,0.4468444883823395,3.2249863147735596
36,0.9034622311592102,0.28689876198768616,0.4468978941440582,3.2269821166992188
37,0.9032058715820312,0.2897195518016815,0.4470260739326477,3.227189540863037
38,0.9040328860282898,0.28972530364990234,0.4471023678779602,3.228975772857666
39,0.9011642336845398,0.29660338163375854,0.447122186422348,3.2299017906188965
40,0.9011337161064148,0.3025452792644501,0.44710540771484375,3.228525161743164
41,0.9042648077011108,0.2874365448951721,0.4469802975654602,3.2282638549804688
42,0.9032394289970398,0.29345425963401794,0.4470230042934418,3.229782819747925
43,0.9027541875839233,0.2909797132015228,0.4470565915107727,3.22922945022583
44,0.9039367437362671,0.2915472388267517,0.44700926542282104,3.2290618419647217
45,0.9035965204238892,0.29144954681396484,0.4470260739326477,3.2302966117858887
46,0.9024108648300171,0.29566070437431335,0.4470840394496918,3.228973865509033
47,0.9038680791854858,0.29377269744873047,0.44695281982421875,3.227936267852783
48,0.90478515625,0.29069697856903076,0.4470626711845398,3.227106809616089
49,0.9043182134628296,0.28847596049308777,0.44691163301467896,3.228125810623169
