epoch,accuracy,loss,val_accuracy,val_loss
0,0.8027699589729309,0.6270737648010254,0.3077884316444397,4.872797012329102
1,0.8273078203201294,0.5391055345535278,0.3242034912109375,4.623844623565674
2,0.7916734218597412,0.6642971634864807,0.3119100034236908,4.71771764755249
3,0.8225775957107544,0.5665626525878906,0.3188900351524353,4.4962382316589355
4,0.8147311806678772,0.5855280756950378,0.3129340410232544,4.624108791351318
5,0.8003472089767456,0.6216012835502625,0.3211924135684967,4.2367844581604
6,0.8123033046722412,0.5835049152374268,0.3219078779220581,4.4228034019470215
7,0.8067271113395691,0.5999525785446167,0.3172403872013092,4.005388259887695
8,0.7923583984375,0.6454491019248962,0.3231692910194397,4.317166328430176
9,0.8257293701171875,0.5533234477043152,0.3220299482345581,4.098377704620361
10,0.8341149091720581,0.5415174961090088,0.3469696044921875,3.9581212997436523
11,0.8120795488357544,0.5958230495452881,0.3478647768497467,3.893096446990967
12,0.8081529140472412,0.6070120930671692,0.3499416708946228,3.830338716506958
13,0.82220458984375,0.5738507509231567,0.3402828574180603,3.9320268630981445
14,0.8087395429611206,0.5978493690490723,0.3541242778301239,3.6963605880737305
15,0.8319278359413147,0.549521803855896,0.3447553813457489,3.6475541591644287
16,0.8166843056678772,0.5762680768966675,0.3465338945388794,3.581853151321411
17,0.8199326992034912,0.5718923211097717,0.3485921323299408,3.6717545986175537
18,0.8086208701133728,0.6220521926879883,0.3507114052772522,3.614812135696411
19,0.8200852870941162,0.5616520047187805,0.352081298828125,3.3951518535614014
20,0.8343150019645691,0.5326876044273376,0.3466830849647522,3.400280237197876
21,0.8194054365158081,0.565645694732666,0.3725568950176239,3.2684478759765625
22,0.8215721845626831,0.5722288489341736,0.3750559389591217,3.211280584335327
23,0.803192138671875,0.6230297684669495,0.3617926836013794,3.3185629844665527
24,0.8087378740310669,0.6056066155433655,0.3595987856388092,3.2602946758270264
25,0.8207295536994934,0.5736331939697266,0.3640018105506897,3.0515081882476807
26,0.8101145625114441,0.6020156741142273,0.3663567304611206,2.9875335693359375
27,0.8149261474609375,0.5784112811088562,0.3749983012676239,3.0149929523468018
28,0.8148549199104309,0.5898587107658386,0.3671824038028717,2.8118536472320557
29,0.8027632236480713,0.6240594387054443,0.3918067216873169,2.853374719619751
30,0.8086751103401184,0.6044139862060547,0.3828972578048706,2.8780300617218018
31,0.8101738691329956,0.6012201309204102,0.3788418173789978,2.8850343227386475
32,0.8105316162109375,0.5931351184844971,0.382415771484375,2.857285499572754
33,0.8005828857421875,0.6214534640312195,0.377532958984375,2.7531661987304688
34,0.8109503984451294,0.5905047059059143,0.3836212158203125,2.7612390518188477
35,0.8177642822265625,0.5867578983306885,0.3867424726486206,2.5761780738830566
36,0.8148295283317566,0.5800623297691345,0.3847435712814331,2.631681203842163
37,0.8245120644569397,0.5577350854873657,0.3916032612323761,2.495081901550293
38,0.8221232295036316,0.5758959650993347,0.3935326337814331,2.4232797622680664
39,0.81231689453125,0.5988994836807251,0.3962080180644989,2.421440601348877
40,0.8089565634727478,0.6121628284454346,0.4065500795841217,2.4934966564178467
41,0.8251987099647522,0.5722997188568115,0.39935302734375,2.4908103942871094
42,0.8110419511795044,0.6000525951385498,0.4062466025352478,2.436279058456421
43,0.8268144130706787,0.5508009791374207,0.4086083173751831,2.403252601623535
44,0.8253394365310669,0.5581142902374268,0.4071892499923706,2.259894609451294
45,0.8035600185394287,0.6093837022781372,0.4226396381855011,2.2443220615386963
46,0.8109927773475647,0.5961195826530457,0.4160631000995636,2.3115856647491455
47,0.8113166093826294,0.6019577383995056,0.4138844907283783,2.180779457092285
48,0.8324008584022522,0.5457754135131836,0.4082675576210022,2.2682344913482666
49,0.8282284140586853,0.5368421077728271,0.4187774658203125,2.130420207977295
