epoch,accuracy,loss,one_hot_mean_io_u,val_accuracy,val_loss,val_one_hot_mean_io_u
0,0.6794669032096863,1.0623359680175781,0.1436648815870285,0.46469777822494507,11.051656723022461,0.07134956121444702
1,0.7367446422576904,0.840894341468811,0.17977464199066162,0.5707175731658936,2.0832722187042236,0.10525687783956528
2,0.7516733407974243,0.783147394657135,0.19332262873649597,0.4741961658000946,1.8477662801742554,0.09299721568822861
3,0.7651836276054382,0.7449009418487549,0.20782506465911865,0.6364538073539734,1.1223275661468506,0.15367750823497772
4,0.7797476649284363,0.7012531757354736,0.22367580235004425,0.7166760563850403,1.0975593328475952,0.18396510183811188
5,0.782423734664917,0.6926225423812866,0.22992923855781555,0.5630297660827637,1.50284743309021,0.1414845883846283
6,0.7950335144996643,0.6526882648468018,0.2421158254146576,0.7825754880905151,0.7511077523231506,0.22801943123340607
7,0.7975541949272156,0.6405461430549622,0.24949058890342712,0.7452763915061951,0.8173109889030457,0.22957615554332733
8,0.8077923655509949,0.6096813678741455,0.26109597086906433,0.7484087944030762,0.7804775238037109,0.2366659939289093
9,0.8101619482040405,0.6020195484161377,0.26785343885421753,0.740071177482605,0.9381818771362305,0.23166599869728088
10,0.8120203018188477,0.5920585989952087,0.2696835398674011,0.746000349521637,0.9031081795692444,0.23092131316661835
11,0.8157859444618225,0.581396758556366,0.2781376242637634,0.8161916732788086,0.617100179195404,0.2737961411476135
12,0.8245823383331299,0.5537651777267456,0.28838953375816345,0.7704331874847412,0.7496392726898193,0.26553890109062195
13,0.829706072807312,0.5395952463150024,0.2972411811351776,0.8142869472503662,0.6340985298156738,0.2679014205932617
14,0.8315955400466919,0.5345481038093567,0.29987576603889465,0.7954509854316711,0.6949924230575562,0.2614089548587799
15,0.8373696208000183,0.5099179744720459,0.30790358781814575,0.82420814037323,0.5856958031654358,0.28253382444381714
16,0.8377852439880371,0.5067116618156433,0.3116709589958191,0.8226370811462402,0.6037689447402954,0.29651594161987305
17,0.8401913046836853,0.5031523108482361,0.318638414144516,0.8230963945388794,0.6139429211616516,0.29136160016059875
18,0.8450867533683777,0.48343273997306824,0.3309595286846161,0.8174903988838196,0.6155537366867065,0.2985105812549591
19,0.8427858948707581,0.49007681012153625,0.3257918357849121,0.8397760987281799,0.5626499056816101,0.306732177734375
20,0.8490411043167114,0.4655311703681946,0.3368530869483948,0.7215957045555115,0.9544275403022766,0.2612021267414093
21,0.8516324162483215,0.4575083553791046,0.3453628122806549,0.8294203281402588,0.5604796409606934,0.3101356625556946
22,0.8557416200637817,0.44381415843963623,0.3524715304374695,0.8249124884605408,0.5608563423156738,0.31343191862106323
23,0.8563385605812073,0.43985462188720703,0.3551836907863617,0.8147806525230408,0.6120905876159668,0.30935347080230713
24,0.8604006767272949,0.42682772874832153,0.36681172251701355,0.8130919933319092,0.5910007953643799,0.30653053522109985
25,0.8639335036277771,0.41449666023254395,0.3740902841091156,0.8276706337928772,0.6083911061286926,0.3206126093864441
